id,address,enabled,date_added,date_modified,comment,date_updated
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1599441215,1599441215,"Migrated from /etc/pihole/adlists.list",1609206877
3,http://sysctl.org/cameleon/hosts,1,1599441215,1599441215,"Migrated from /etc/pihole/adlists.list",1609206881
4,https://zeustracker.abuse.ch/blocklist.php?download=domainblocklist,1,1599441215,1599441215,"Migrated from /etc/pihole/adlists.list",1609206888
5,https://s3.amazonaws.com/lists.disconnect.me/simple_tracking.txt,1,1599441215,1599441215,"Migrated from /etc/pihole/adlists.list",1609206890
6,https://s3.amazonaws.com/lists.disconnect.me/simple_ad.txt,1,1599441215,1599441215,"Migrated from /etc/pihole/adlists.list",1609206890
